simpanan_ref,koperasi_ref,anggota_ref,periode_pembayaran,jumlah_simpanan,status,dibuat_pada,dibayar_pada
SIMPAN-8A4C59304E0B,KOP-BDF249453F76,AGT-6331DB738F2C,Simpanan Pokok,100000,PAID,2026-02-28 08:13:37,2025-07-12 09:55:56
SIMPAN-F1F6A3D4F4C6,KOP-BDF249453F76,AGT-5496C02619F5,Simpanan Pokok,100000,PAID,2025-12-22 23:31:13,2025-10-23 07:33:10
SIMPAN-4617AFB70F95,KOP-BDF249453F76,AGT-5496C02619F5,Simpanan Wajib,100000,UNPAID,2025-10-03 03:18:15,2026-06-10 07:40:19
SIMPAN-9AF599A718D5,KOP-BDF249453F76,AGT-5496C02619F5,Simpanan Wajib,25000,PAID,2025-09-25 01:08:41,2025-04-29 18:49:28
SIMPAN-A4D5AA27D24C,KOP-BDF249453F76,AGT-5496C02619F5,Simpanan Pokok,50000,PAID,2026-04-24 21:21:55,2025-11-27 13:33:15
SIMPAN-44E5562FABD6,KOP-BDF249453F76,AGT-5496C02619F5,Simpanan Wajib,100000,UNPAID,2025-02-04 11:44:13,2025-04-18 22:55:06
SIMPAN-C55A2CD48A84,KOP-BDF249453F76,AGT-DED38073D104,Simpanan Wajib,100000,UNPAID,2026-03-22 14:32:21,2026-04-30 08:52:07
SIMPAN-976F4B48DC02,KOP-BDF249453F76,AGT-DED38073D104,Simpanan Wajib,100000,PAID,2025-12-12 17:34:09,2026-02-15 10:55:44
SIMPAN-CF163D654CB8,KOP-BDF249453F76,AGT-DED38073D104,Simpanan Pokok,25000,UNPAID,2025-04-21 15:19:39,2026-03-13 09:48:25
SIMPAN-2BA7550D5E1E,KOP-BDF249453F76,AGT-DED38073D104,Simpanan Wajib,100000,PAID,2025-06-17 18:38:55,2025-06-20 10:56:37
SIMPAN-5A235812C5F1,KOP-BDF249453F76,AGT-DED38073D104,Simpanan Pokok,100000,PAID,2025-05-14 12:07:46,2025-02-25 03:17:28
SIMPAN-C705A30F19AD,KOP-BDF249453F76,AGT-D67CC517D71F,Simpanan Pokok,100000,PAID,2025-06-07 20:13:10,2026-01-19 00:10:48
SIMPAN-3F2974F6D747,KOP-BDF249453F76,AGT-D67CC517D71F,Simpanan Wajib,25000,PAID,2025-04-13 17:08:28,2026-02-08 07:44:11
SIMPAN-77EE4109FA42,KOP-BDF249453F76,AGT-D67CC517D71F,Simpanan Wajib,100000,PAID,2026-04-20 08:50:16,2025-04-09 14:06:40
SIMPAN-6C6A2BA38946,KOP-BDF249453F76,AGT-D67CC517D71F,Simpanan Pokok,50000,PAID,2026-02-14 11:54:35,2025-10-17 15:27:32
SIMPAN-07781E279386,KOP-BDF249453F76,AGT-01C60B75ADB1,Simpanan Pokok,100000,PAID,2025-05-22 18:12:09,2025-07-12 01:36:39
SIMPAN-CF8D0840C3C5,KOP-BDF249453F76,AGT-01C60B75ADB1,Simpanan Pokok,50000,PAID,2025-04-06 12:21:50,2026-01-29 23:48:46
SIMPAN-38F130D6B5DA,KOP-BDF249453F76,AGT-01C60B75ADB1,Simpanan Pokok,50000,PAID,2025-10-19 11:19:35,2026-02-01 17:30:00
SIMPAN-0A752A54D301,KOP-BDF249453F76,AGT-01C60B75ADB1,Simpanan Pokok,50000,PAID,2025-07-03 05:57:15,2026-02-12 18:50:09
SIMPAN-20BACC1213A6,KOP-BDF249453F76,AGT-7A03A6886E95,Simpanan Wajib,50000,UNPAID,2025-04-29 21:58:39,2026-04-07 18:16:46
SIMPAN-2ACE98B42AEC,KOP-BDF249453F76,AGT-7A03A6886E95,Simpanan Wajib,50000,UNPAID,2025-12-10 19:28:46,2026-01-09 04:03:57
SIMPAN-682FB529A514,KOP-BDF249453F76,AGT-7A03A6886E95,Simpanan Pokok,50000,UNPAID,2026-01-28 02:54:46,2025-06-03 00:15:11
SIMPAN-1D002E3C3F0C,KOP-BDF249453F76,AGT-B89C9FD99177,Simpanan Wajib,50000,PAID,2025-10-31 00:51:24,2025-10-01 06:30:26
SIMPAN-8CBEF8B2B4D6,KOP-BDF249453F76,AGT-B89C9FD99177,Simpanan Wajib,50000,PAID,2025-01-18 16:15:59,2025-11-29 10:50:17
SIMPAN-E779F2153F63,KOP-BDF249453F76,AGT-B89C9FD99177,Simpanan Pokok,100000,PAID,2026-01-01 01:19:58,2026-06-29 14:25:32
SIMPAN-503398F3A05F,KOP-BDF249453F76,AGT-1D8B7B47395B,Simpanan Pokok,100000,UNPAID,2025-04-14 13:54:18,2026-06-09 02:52:03
SIMPAN-BA11A22E9302,KOP-BDF249453F76,AGT-7AEDAC46A560,Simpanan Wajib,100000,PAID,2025-08-09 15:54:31,2025-10-09 06:45:41
SIMPAN-D598DC88C6B6,KOP-BDF249453F76,AGT-3A999D23A0F5,Simpanan Pokok,100000,PAID,2025-08-15 02:19:12,2025-10-22 22:11:04
SIMPAN-24E206F626B2,KOP-BDF249453F76,AGT-3A999D23A0F5,Simpanan Wajib,100000,PAID,2025-12-03 19:42:49,2026-02-03 17:18:58
SIMPAN-16E029C607FF,KOP-BDF249453F76,AGT-8191739AB61D,Simpanan Pokok,100000,PAID,2025-12-20 03:01:31,2025-08-01 19:16:54
SIMPAN-6A78C9DD3150,KOP-BDF249453F76,AGT-8191739AB61D,Simpanan Wajib,50000,PAID,2025-11-19 16:26:18,2026-04-24 01:04:35
SIMPAN-58C0BC08AC96,KOP-BDF249453F76,AGT-8191739AB61D,Simpanan Pokok,100000,UNPAID,2025-06-20 22:43:43,2025-12-27 20:34:01
SIMPAN-293AC141C029,KOP-BDF249453F76,AGT-8191739AB61D,Simpanan Wajib,50000,PAID,2025-10-18 20:15:33,2026-05-18 08:32:45
SIMPAN-297087F2FD5D,KOP-BDF249453F76,AGT-8191739AB61D,Simpanan Wajib,100000,PAID,2026-01-23 22:06:16,2025-05-07 03:31:51
SIMPAN-9F5CDE848232,KOP-BDF249453F76,AGT-6FB61425D38A,Simpanan Wajib,25000,PAID,2026-05-22 16:53:26,2025-10-21 16:21:51
SIMPAN-6FB6ED5F17EF,KOP-BDF249453F76,AGT-6FB61425D38A,Simpanan Pokok,25000,PAID,2025-10-23 00:07:17,2026-06-30 12:09:45
SIMPAN-4B7C51F38A1D,KOP-BDF249453F76,AGT-6FB61425D38A,Simpanan Wajib,100000,PAID,2025-04-11 13:57:26,2026-03-05 15:13:43
SIMPAN-CC56E58A3B76,KOP-BDF249453F76,AGT-9E87B47109D3,Simpanan Wajib,100000,UNPAID,2025-07-17 05:52:32,2026-04-14 13:26:13
SIMPAN-0D875D71A70F,KOP-BDF249453F76,AGT-CC893EB1DE76,Simpanan Wajib,25000,PAID,2026-04-19 02:32:34,2025-01-08 01:10:36
SIMPAN-E0B2968070B9,KOP-BDF249453F76,AGT-304986C5D40B,Simpanan Wajib,50000,PAID,2025-04-17 05:18:54,2025-09-26 21:06:37
SIMPAN-AD05E3FC785D,KOP-BDF249453F76,AGT-304986C5D40B,Simpanan Pokok,100000,PAID,2026-01-11 15:01:58,2025-12-14 05:10:05
SIMPAN-270139743F7F,KOP-BDF249453F76,AGT-304986C5D40B,Simpanan Pokok,50000,PAID,2025-09-28 03:32:10,2025-12-04 23:22:32
SIMPAN-1C5C26A3D10B,KOP-BDF249453F76,AGT-304986C5D40B,Simpanan Pokok,50000,UNPAID,2026-05-19 08:54:37,2025-09-24 12:28:04
SIMPAN-6B38861C14B3,KOP-BDF249453F76,AGT-77AB17669EE3,Simpanan Wajib,100000,PAID,2025-11-09 17:18:16,2026-03-27 10:44:10
SIMPAN-4C3AC3AE3AE2,KOP-BDF249453F76,AGT-77AB17669EE3,Simpanan Pokok,100000,UNPAID,2025-05-12 05:20:05,2025-10-27 13:59:21
SIMPAN-B6A178049444,KOP-BDF249453F76,AGT-77AB17669EE3,Simpanan Wajib,100000,PAID,2025-01-29 07:42:22,2025-11-07 05:24:06
SIMPAN-30EF9EAFC8C6,KOP-BDF249453F76,AGT-9F9F1E959B05,Simpanan Wajib,50000,PAID,2025-03-08 12:27:54,2025-08-19 11:15:41
SIMPAN-712C6DB609ED,KOP-BDF249453F76,AGT-9F9F1E959B05,Simpanan Pokok,25000,PAID,2025-10-12 22:09:35,2025-05-03 23:39:56
SIMPAN-4B954936B9ED,KOP-BDF249453F76,AGT-62D56EFF04AA,Simpanan Pokok,25000,PAID,2026-06-20 09:01:42,2025-09-08 09:19:23
SIMPAN-3E612501FF5F,KOP-BDF249453F76,AGT-62D56EFF04AA,Simpanan Pokok,100000,UNPAID,2025-09-08 08:18:48,2026-04-13 06:27:36
SIMPAN-FD5A9274359A,KOP-BDF249453F76,AGT-62D56EFF04AA,Simpanan Pokok,100000,PAID,2025-10-12 03:19:34,2025-07-14 02:19:05
SIMPAN-1889B089261E,KOP-BDF249453F76,AGT-62D56EFF04AA,Simpanan Pokok,100000,PAID,2025-03-04 07:33:47,2025-08-22 08:52:53
SIMPAN-7366F3F3CEA0,KOP-BDF249453F76,AGT-62D56EFF04AA,Simpanan Wajib,50000,PAID,2025-02-22 11:36:33,2025-03-16 07:09:05
SIMPAN-1A8B1E91A2E4,KOP-BDF249453F76,AGT-E42B761A58FD,Simpanan Wajib,25000,PAID,2026-02-21 21:53:40,2025-10-05 17:56:06
SIMPAN-8F46E1348424,KOP-BDF249453F76,AGT-E42B761A58FD,Simpanan Pokok,50000,UNPAID,2026-05-10 18:43:17,2025-10-18 23:29:38
SIMPAN-92B1778C17B4,KOP-BDF249453F76,AGT-E42B761A58FD,Simpanan Wajib,50000,UNPAID,2025-09-12 12:25:14,2025-10-09 20:26:06
SIMPAN-4BFEEE7F5144,KOP-BDF249453F76,AGT-E42B761A58FD,Simpanan Wajib,100000,PAID,2025-04-25 06:37:58,2026-05-15 00:14:14
SIMPAN-3977B8442BC4,KOP-BDF249453F76,AGT-E42B761A58FD,Simpanan Wajib,100000,PAID,2026-05-23 05:56:21,2025-07-03 02:23:13
SIMPAN-903BB4316B52,KOP-BDF249453F76,AGT-F09DDC4808D7,Simpanan Pokok,100000,UNPAID,2025-06-08 11:47:16,2025-06-10 06:59:13
SIMPAN-F02BCCFD0305,KOP-BDF249453F76,AGT-F09DDC4808D7,Simpanan Wajib,25000,PAID,2025-06-10 11:51:27,2026-06-13 17:14:58
SIMPAN-EAF3557A74FA,KOP-BDF249453F76,AGT-F09DDC4808D7,Simpanan Wajib,100000,PAID,2025-08-23 09:34:12,2026-04-29 11:03:15
SIMPAN-A6B59FEF9317,KOP-BDF249453F76,AGT-340FE22DE446,Simpanan Wajib,25000,UNPAID,2025-07-27 07:35:42,2025-09-20 10:43:59
SIMPAN-815550F62E64,KOP-BDF249453F76,AGT-340FE22DE446,Simpanan Wajib,25000,PAID,2026-03-14 13:55:22,2025-11-30 20:19:07
SIMPAN-2B1229EC8E70,KOP-BDF249453F76,AGT-340FE22DE446,Simpanan Pokok,25000,UNPAID,2026-05-31 16:01:25,2025-10-08 03:53:23
SIMPAN-97361ACE70C3,KOP-BDF249453F76,AGT-340FE22DE446,Simpanan Pokok,25000,PAID,2025-11-30 17:27:52,2026-04-27 01:40:29
SIMPAN-EF2CD710C154,KOP-BDF249453F76,AGT-05F6E4C91F2D,Simpanan Pokok,50000,UNPAID,2026-02-28 05:31:33,2025-06-04 21:28:27
SIMPAN-CAE239C6807F,KOP-BDF249453F76,AGT-05F6E4C91F2D,Simpanan Wajib,100000,PAID,2025-04-01 15:57:23,2025-09-09 11:56:10
SIMPAN-85EF6234DAA5,KOP-9356583AAD08,AGT-1CF3B781225B,Simpanan Pokok,50000,UNPAID,2026-03-08 14:20:08,2025-02-10 12:38:41
SIMPAN-C4962EDB7D2A,KOP-9356583AAD08,AGT-534CDD2BB29F,Simpanan Wajib,50000,PAID,2025-10-11 16:14:19,2025-02-18 11:48:54
SIMPAN-9F2BC3C16BFC,KOP-9356583AAD08,AGT-534CDD2BB29F,Simpanan Wajib,100000,UNPAID,2025-09-27 05:50:49,2025-08-03 20:20:00
SIMPAN-DFF58AD225DF,KOP-9356583AAD08,AGT-534CDD2BB29F,Simpanan Wajib,100000,PAID,2025-12-23 06:15:51,2026-05-27 03:14:08
SIMPAN-FF5032D1AFFB,KOP-9356583AAD08,AGT-3AD1137CAE6C,Simpanan Wajib,50000,PAID,2026-01-06 05:47:48,2025-06-22 11:45:04
SIMPAN-2553B15FA6CD,KOP-9356583AAD08,AGT-3AD1137CAE6C,Simpanan Pokok,25000,PAID,2025-11-14 18:25:38,2025-10-31 20:23:09
SIMPAN-7AE88707C6B8,KOP-9356583AAD08,AGT-3AD1137CAE6C,Simpanan Pokok,50000,UNPAID,2025-03-19 07:13:53,2025-04-06 03:17:47
SIMPAN-724B14BA5A34,KOP-9356583AAD08,AGT-3AD1137CAE6C,Simpanan Wajib,50000,PAID,2025-12-15 19:23:58,2025-12-29 14:26:43
SIMPAN-B1C5B141989D,KOP-9356583AAD08,AGT-967DD2C4AF34,Simpanan Pokok,25000,PAID,2025-10-31 08:52:19,2025-01-22 22:17:24
SIMPAN-20096EE58DFA,KOP-9356583AAD08,AGT-967DD2C4AF34,Simpanan Wajib,50000,PAID,2025-07-16 15:00:44,2025-07-10 18:52:50
SIMPAN-F3C8D954AECD,KOP-9356583AAD08,AGT-967DD2C4AF34,Simpanan Wajib,100000,UNPAID,2026-02-01 09:31:14,2026-01-08 09:35:44
SIMPAN-9051F6BABCCA,KOP-9356583AAD08,AGT-967DD2C4AF34,Simpanan Wajib,50000,PAID,2025-08-29 11:39:23,2026-01-01 02:48:17
SIMPAN-E02FEDE0DF1C,KOP-9356583AAD08,AGT-AECDBE60B20A,Simpanan Wajib,50000,UNPAID,2026-03-23 02:21:14,2025-06-25 00:48:18
SIMPAN-48B6538D6991,KOP-9356583AAD08,AGT-AECDBE60B20A,Simpanan Wajib,100000,UNPAID,2025-02-28 12:39:21,2026-05-04 05:23:02
SIMPAN-C4EEF4504984,KOP-9356583AAD08,AGT-AECDBE60B20A,Simpanan Pokok,100000,PAID,2025-03-08 10:03:07,2025-09-16 01:00:14
SIMPAN-40396DF216C3,KOP-9356583AAD08,AGT-AECDBE60B20A,Simpanan Wajib,50000,UNPAID,2025-05-17 14:25:36,2025-08-09 16:27:39
SIMPAN-017923505A8B,KOP-9356583AAD08,AGT-80E55F38DEF3,Simpanan Pokok,25000,UNPAID,2025-07-03 06:35:55,2025-01-31 23:38:39
SIMPAN-FB230AA637BC,KOP-9356583AAD08,AGT-80E55F38DEF3,Simpanan Wajib,100000,PAID,2025-12-06 03:14:39,2025-04-07 14:41:34
SIMPAN-4C72C9AA58E9,KOP-9356583AAD08,AGT-47A9FF324ED7,Simpanan Pokok,25000,PAID,2025-03-25 12:22:07,2026-04-08 03:25:24
SIMPAN-2BD6665E5A45,KOP-9356583AAD08,AGT-47A9FF324ED7,Simpanan Wajib,25000,UNPAID,2025-03-04 20:17:03,2025-03-02 13:35:09
SIMPAN-B13740D170B0,KOP-9356583AAD08,AGT-47A9FF324ED7,Simpanan Pokok,25000,PAID,2026-06-26 00:27:28,2025-01-05 11:54:02
SIMPAN-BFBE7080AFB1,KOP-9356583AAD08,AGT-47A9FF324ED7,Simpanan Wajib,50000,PAID,2026-01-19 02:31:34,2025-06-26 06:51:44
SIMPAN-65476AC3FCA2,KOP-9356583AAD08,AGT-704C49536001,Simpanan Pokok,50000,PAID,2025-04-21 12:42:31,2025-07-04 21:29:06
SIMPAN-C2BB4BD53989,KOP-9356583AAD08,AGT-704C49536001,Simpanan Pokok,25000,PAID,2025-07-17 21:58:22,2025-06-08 22:19:32
SIMPAN-5A3CDD65753A,KOP-9356583AAD08,AGT-704C49536001,Simpanan Wajib,50000,UNPAID,2026-02-03 16:18:31,2025-04-30 20:11:14
SIMPAN-CA6303F788E6,KOP-9356583AAD08,AGT-704C49536001,Simpanan Pokok,50000,PAID,2026-01-10 05:08:51,2025-09-03 17:52:05
SIMPAN-9E1E93D10602,KOP-9356583AAD08,AGT-704C49536001,Simpanan Pokok,50000,PAID,2026-01-02 02:08:03,2026-05-07 21:31:21
SIMPAN-43596166AF89,KOP-9356583AAD08,AGT-F06946F43032,Simpanan Wajib,50000,PAID,2025-03-26 17:51:26,2025-01-25 17:53:07
SIMPAN-9ABB967716EA,KOP-9356583AAD08,AGT-F06946F43032,Simpanan Pokok,50000,UNPAID,2026-05-11 22:11:49,2026-02-03 11:08:14
SIMPAN-EF13E368D591,KOP-9356583AAD08,AGT-F06946F43032,Simpanan Wajib,50000,UNPAID,2025-02-26 19:12:27,2025-02-12 06:50:51
SIMPAN-C751840E61DB,KOP-9356583AAD08,AGT-F06946F43032,Simpanan Pokok,50000,UNPAID,2025-06-27 23:20:08,2025-11-18 01:44:45
SIMPAN-D9AF2D8FBD88,KOP-9356583AAD08,AGT-AB35FB169027,Simpanan Wajib,25000,UNPAID,2025-07-28 18:01:56,2025-07-31 20:47:41
SIMPAN-3C68BB6FB8CF,KOP-9356583AAD08,AGT-AB35FB169027,Simpanan Pokok,25000,PAID,2025-07-30 04:14:07,2025-10-25 00:10:21
SIMPAN-F60CAFE1EC28,KOP-9356583AAD08,AGT-022315B8C35A,Simpanan Wajib,50000,PAID,2025-10-12 06:53:57,2026-05-15 09:13:36
SIMPAN-92B1C9BD66DB,KOP-9356583AAD08,AGT-2692F199CA95,Simpanan Wajib,50000,UNPAID,2025-10-21 10:21:56,2025-09-25 03:57:00
SIMPAN-01375C60C538,KOP-9356583AAD08,AGT-2692F199CA95,Simpanan Pokok,50000,PAID,2025-03-30 20:11:52,2026-05-25 07:18:37
SIMPAN-2668B469A97E,KOP-9356583AAD08,AGT-2692F199CA95,Simpanan Pokok,100000,PAID,2026-04-26 17:25:59,2025-04-22 04:03:22
SIMPAN-4E8C2B7DD8D9,KOP-9356583AAD08,AGT-3A657D72682A,Simpanan Pokok,100000,PAID,2025-06-06 12:25:41,2025-09-14 06:23:26
SIMPAN-50A319119579,KOP-9356583AAD08,AGT-3A657D72682A,Simpanan Wajib,50000,PAID,2025-02-27 14:14:50,2026-01-25 05:34:26
SIMPAN-2399D1728EED,KOP-9356583AAD08,AGT-3A657D72682A,Simpanan Wajib,100000,PAID,2025-08-19 06:41:52,2025-07-19 12:13:45
SIMPAN-8FDE3C689CA6,KOP-9356583AAD08,AGT-23C99896079B,Simpanan Pokok,100000,PAID,2026-01-15 01:23:57,2025-05-27 03:46:44
SIMPAN-B5B5A8DC7E8C,KOP-9356583AAD08,AGT-23C99896079B,Simpanan Pokok,25000,PAID,2025-01-04 20:29:15,2025-03-01 14:06:33
SIMPAN-FE642EEBF464,KOP-9356583AAD08,AGT-23C99896079B,Simpanan Pokok,25000,UNPAID,2025-02-06 20:31:17,2025-03-17 00:43:14
SIMPAN-536A8AFCA489,KOP-9356583AAD08,AGT-23C99896079B,Simpanan Wajib,100000,UNPAID,2026-01-31 10:17:03,2026-02-01 16:22:19
SIMPAN-F01978BF2391,KOP-9356583AAD08,AGT-23C99896079B,Simpanan Pokok,100000,PAID,2025-09-14 12:33:59,2026-04-11 17:26:40
SIMPAN-3176BE11217C,KOP-9356583AAD08,AGT-D5CE72A317C6,Simpanan Pokok,50000,PAID,2025-12-28 07:34:36,2026-02-20 15:19:59
SIMPAN-5367C75F6F13,KOP-9356583AAD08,AGT-D5CE72A317C6,Simpanan Wajib,50000,UNPAID,2026-04-09 16:09:41,2026-02-02 16:52:34
SIMPAN-276EA1346D1D,KOP-9356583AAD08,AGT-D5CE72A317C6,Simpanan Wajib,50000,PAID,2026-02-13 04:50:47,2026-06-27 07:29:49
SIMPAN-378776A7B6F5,KOP-9356583AAD08,AGT-D5CE72A317C6,Simpanan Pokok,25000,UNPAID,2025-07-15 20:41:39,2025-07-19 22:31:57
SIMPAN-4734C3E75D9D,KOP-9356583AAD08,AGT-D5CE72A317C6,Simpanan Wajib,50000,UNPAID,2026-02-23 13:38:47,2025-11-11 07:46:25
SIMPAN-B50D522F2F48,KOP-9356583AAD08,AGT-28BB5B529868,Simpanan Wajib,100000,UNPAID,2025-06-26 09:57:04,2025-06-09 23:20:48
SIMPAN-39FAD9FF825D,KOP-9356583AAD08,AGT-28BB5B529868,Simpanan Wajib,100000,PAID,2025-06-04 14:58:28,2025-11-21 17:03:37
SIMPAN-30DA904FDF75,KOP-9356583AAD08,AGT-1DCC5B83F94F,Simpanan Wajib,25000,UNPAID,2025-06-04 07:45:19,2025-11-11 02:24:13
SIMPAN-F25ACC01943E,KOP-9356583AAD08,AGT-1DCC5B83F94F,Simpanan Wajib,100000,PAID,2026-04-03 17:17:50,2025-12-13 06:22:46
SIMPAN-937EC5543753,KOP-9356583AAD08,AGT-1DCC5B83F94F,Simpanan Wajib,50000,PAID,2025-06-13 05:32:05,2025-06-17 15:06:59
SIMPAN-9700E82DB3B5,KOP-9356583AAD08,AGT-221B6FC0C6A0,Simpanan Wajib,25000,PAID,2026-01-07 16:03:14,2025-07-06 16:17:12
SIMPAN-921081E983F9,KOP-9356583AAD08,AGT-221B6FC0C6A0,Simpanan Pokok,50000,UNPAID,2025-12-19 12:22:15,2025-03-29 13:28:12
SIMPAN-DFAD805E0E5C,KOP-9356583AAD08,AGT-221B6FC0C6A0,Simpanan Pokok,25000,PAID,2025-11-04 14:19:52,2025-06-03 04:02:25
SIMPAN-918F59AC4F4F,KOP-9356583AAD08,AGT-221B6FC0C6A0,Simpanan Pokok,100000,PAID,2025-10-27 03:01:28,2025-12-30 21:56:51
SIMPAN-5486C640D5BB,KOP-9356583AAD08,AGT-7458810AEAED,Simpanan Wajib,50000,PAID,2025-10-07 23:54:34,2026-04-15 02:55:17
SIMPAN-C5A37FA20D82,KOP-9356583AAD08,AGT-7458810AEAED,Simpanan Wajib,100000,PAID,2025-05-14 22:43:31,2025-01-11 20:53:09
SIMPAN-50F2309D1F66,KOP-9356583AAD08,AGT-7458810AEAED,Simpanan Pokok,50000,PAID,2025-07-24 17:06:59,2026-01-25 14:08:27
SIMPAN-E44DC2726D05,KOP-9356583AAD08,AGT-7458810AEAED,Simpanan Pokok,100000,UNPAID,2025-10-04 13:39:30,2025-12-10 13:21:16
SIMPAN-775FE830D91E,KOP-9356583AAD08,AGT-A8830C944E88,Simpanan Pokok,25000,PAID,2025-03-18 06:26:53,2026-01-18 02:21:54
SIMPAN-2284149AEC8B,KOP-9356583AAD08,AGT-910F45EB9AB2,Simpanan Pokok,100000,PAID,2025-07-10 03:20:19,2025-04-04 00:08:23
SIMPAN-03CB840EF167,KOP-9356583AAD08,AGT-910F45EB9AB2,Simpanan Wajib,100000,PAID,2025-08-04 01:49:13,2025-03-23 14:05:11
SIMPAN-F28D078C79ED,KOP-9356583AAD08,AGT-C21D7E209D17,Simpanan Wajib,25000,UNPAID,2025-07-13 04:30:54,2025-03-19 06:51:07
SIMPAN-8F168B8E21CC,KOP-9356583AAD08,AGT-C21D7E209D17,Simpanan Pokok,50000,PAID,2025-06-16 14:22:09,2025-10-31 21:54:06
SIMPAN-D4A0C00A4BAB,KOP-5BEBDAD959DA,AGT-145F389989EA,Simpanan Pokok,50000,PAID,2026-05-05 23:07:39,2025-02-12 17:53:20
SIMPAN-F94CA44A368D,KOP-5BEBDAD959DA,AGT-145F389989EA,Simpanan Pokok,50000,PAID,2025-12-26 01:07:48,2025-09-19 17:14:35
SIMPAN-66AE519648AF,KOP-5BEBDAD959DA,AGT-145F389989EA,Simpanan Wajib,100000,PAID,2026-03-09 21:22:35,2025-12-26 17:51:05
SIMPAN-95D00F0B7D59,KOP-5BEBDAD959DA,AGT-CC96397CC1EB,Simpanan Wajib,25000,UNPAID,2026-02-25 03:27:25,2025-01-11 04:40:27
SIMPAN-9E7118B57107,KOP-5BEBDAD959DA,AGT-CC96397CC1EB,Simpanan Pokok,100000,PAID,2025-03-12 18:16:47,2025-07-05 16:51:49
SIMPAN-0C1DF82B1CE0,KOP-5BEBDAD959DA,AGT-CC96397CC1EB,Simpanan Wajib,100000,UNPAID,2026-02-02 19:30:10,2025-02-19 09:13:07
SIMPAN-D5A6298FCDEE,KOP-5BEBDAD959DA,AGT-BAFF8B710355,Simpanan Wajib,100000,UNPAID,2025-06-30 13:42:57,2025-02-14 11:00:20
SIMPAN-78DC002D35C2,KOP-5BEBDAD959DA,AGT-F01BABBE1BB0,Simpanan Pokok,50000,PAID,2025-02-04 10:09:16,2026-03-23 20:17:24
SIMPAN-118AA5314A72,KOP-5BEBDAD959DA,AGT-F01BABBE1BB0,Simpanan Wajib,25000,PAID,2025-03-31 09:34:02,2026-01-02 17:16:50
SIMPAN-D92E301E4F79,KOP-5BEBDAD959DA,AGT-F01BABBE1BB0,Simpanan Wajib,100000,PAID,2025-05-21 04:24:21,2025-01-25 05:53:53
SIMPAN-AE018E3570DC,KOP-5BEBDAD959DA,AGT-FCD77FC4657B,Simpanan Wajib,25000,PAID,2025-03-03 18:34:32,2025-01-13 04:06:18
SIMPAN-D01385FDD52E,KOP-5BEBDAD959DA,AGT-FCD77FC4657B,Simpanan Wajib,100000,UNPAID,2025-01-10 11:02:39,2025-05-21 11:38:01
SIMPAN-C5CC82D55D24,KOP-5BEBDAD959DA,AGT-8D6D012A4E30,Simpanan Pokok,100000,PAID,2025-09-10 22:49:34,2026-02-28 22:46:41
SIMPAN-D6ECB7799596,KOP-5BEBDAD959DA,AGT-8D6D012A4E30,Simpanan Wajib,25000,PAID,2026-02-21 02:10:21,2026-03-19 01:33:44
SIMPAN-973010AE8528,KOP-5BEBDAD959DA,AGT-8D6D012A4E30,Simpanan Wajib,50000,PAID,2025-07-17 13:36:19,2026-02-05 16:22:39
SIMPAN-448315952F60,KOP-5BEBDAD959DA,AGT-8D6D012A4E30,Simpanan Pokok,100000,PAID,2026-05-06 22:23:15,2026-06-06 14:48:04
SIMPAN-3F38BD022104,KOP-5BEBDAD959DA,AGT-8D6D012A4E30,Simpanan Pokok,25000,UNPAID,2026-06-18 10:28:19,2026-05-25 02:43:57
SIMPAN-B1936516A8C9,KOP-5BEBDAD959DA,AGT-0A7B11A2DC1B,Simpanan Wajib,50000,PAID,2026-06-08 17:45:35,2026-01-31 21:27:54
SIMPAN-D072102A7F24,KOP-5BEBDAD959DA,AGT-0A7B11A2DC1B,Simpanan Pokok,50000,PAID,2025-04-04 17:49:42,2025-12-17 19:23:47
SIMPAN-695932C1D8E8,KOP-5BEBDAD959DA,AGT-0A7B11A2DC1B,Simpanan Pokok,50000,UNPAID,2025-10-02 09:52:33,2025-10-23 21:38:33
SIMPAN-FAA7F71C240F,KOP-5BEBDAD959DA,AGT-0A7B11A2DC1B,Simpanan Pokok,50000,PAID,2025-09-03 20:36:28,2025-07-15 12:41:20
SIMPAN-3FA8D11634E8,KOP-5BEBDAD959DA,AGT-0A7B11A2DC1B,Simpanan Wajib,25000,PAID,2026-06-15 14:59:01,2025-10-13 09:36:31
SIMPAN-7555DC4554F3,KOP-5BEBDAD959DA,AGT-08B4DED1989C,Simpanan Pokok,100000,PAID,2026-01-19 08:56:35,2026-02-06 17:38:03
SIMPAN-CE45E6BAFC11,KOP-5BEBDAD959DA,AGT-08B4DED1989C,Simpanan Wajib,100000,PAID,2025-12-16 05:19:41,2025-09-18 22:03:47
SIMPAN-BAB7C7C73CE2,KOP-5BEBDAD959DA,AGT-08B4DED1989C,Simpanan Pokok,50000,PAID,2026-01-21 20:02:59,2026-02-07 00:07:08
SIMPAN-DEF86E4E7CCF,KOP-5BEBDAD959DA,AGT-CC13F663D412,Simpanan Wajib,50000,PAID,2025-05-03 05:05:14,2025-07-05 04:28:30
SIMPAN-3CF6259FB55C,KOP-5BEBDAD959DA,AGT-CC13F663D412,Simpanan Wajib,25000,PAID,2025-03-13 10:05:53,2025-04-21 19:58:11
